Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (GO),Gene ontology (molecular function),Gene ontology IDs,Cross-reference (KEGG),Cross-reference (KO),Cross-reference (Pfam),yourlist:M2018112014483A1C7ED25EE8374758DF3FD545FD0244567
A0A2B4T0G2,A0A2B4T0G2_STYPI,unreviewed,Structure-specific endonuclease subunit SLX4,Slx4 AWC38_SpisGene769,Stylophora pistillata (Smooth cauliflower coral),3338,,,endonuclease activity [GO:0004519],endonuclease activity [GO:0004519],GO:0004519,,,PF00651;PF00612;,A0A2B4T0G2
A7SA87,A7SA87_NEMVE,unreviewed,Predicted protein,v1g226991,Nematostella vectensis (Starlet sea anemone),580,,mitochondrion [GO:0005739],mitochondrion [GO:0005739]; fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; very-long-chain-acyl-CoA dehydrogenase activity [GO:0017099],fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; very-long-chain-acyl-CoA dehydrogenase activity [GO:0017099],GO:0000062; GO:0005739; GO:0017099; GO:0050660,nve:NEMVE_v1g226991;,K09479;,PF00441;PF02770;PF02771;,A7SA87
A0A2B4R554,A0A2B4R554_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene24558,Stylophora pistillata (Smooth cauliflower coral),428,,,GTP binding [GO:0005525],GTP binding [GO:0005525],GO:0005525,,,PF01031;,A0A2B4R554
A0A2B4RI74,A0A2B4RI74_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene19223,Stylophora pistillata (Smooth cauliflower coral),784,,,nucleic acid binding [GO:0003676],nucleic acid binding [GO:0003676],GO:0003676,,,,A0A2B4RI74
A7S806,A7S806_NEMVE,unreviewed,Predicted protein,v1g167582,Nematostella vectensis (Starlet sea anemone),205,autophagosome assembly [GO:0000045]; ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482],endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139],endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; autophagosome assembly [GO:0000045]; ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482],GTPase activity [GO:0003924]; GTP binding [GO:0005525],GO:0000045; GO:0000139; GO:0003924; GO:0005525; GO:0005789; GO:0006886; GO:0006888; GO:0032482,nve:NEMVE_v1g167582;,K07874;,PF00071;,A7S806
A0A2B4S9Y2,A0A2B4S9Y2_STYPI,unreviewed,Centrosomal protein KIAA1731-like protein,AWC38_SpisGene9503,Stylophora pistillata (Smooth cauliflower coral),1315,,centrosome [GO:0005813],centrosome [GO:0005813],,GO:0005813,,,,A0A2B4S9Y2
A0A0P4VNG8,A0A0P4VNG8_9EUCA,unreviewed,Uncharacterized protein,,Scylla olivacea (orange mud crab),2086,DNA integration [GO:0015074],,nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],nucleic acid binding [GO:0003676],GO:0003676; GO:0015074,,,PF03564;PF05380;,A0A0P4VNG8
A0A2B4T333,A0A2B4T333_STYPI,unreviewed,Rotatin,Rttn AWC38_SpisGene5,Stylophora pistillata (Smooth cauliflower coral),2428,cilium organization [GO:0044782],centrosome [GO:0005813]; ciliary basal body [GO:0036064],centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium organization [GO:0044782],,GO:0005813; GO:0036064; GO:0044782,,,PF14726;,A0A2B4T333
A0A2B4RNX2,A0A2B4RNX2_STYPI,unreviewed,A disintegrin and metalloproteinase with thrombospondin motifs 12,Adamts12 AWC38_SpisGene17420,Stylophora pistillata (Smooth cauliflower coral),1075,integrin-mediated signaling pathway [GO:0007229],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; integrin-mediated signaling pathway [GO:0007229],metalloendopeptidase activity [GO:0004222],GO:0004222; GO:0007229; GO:0016021,,,PF05986;PF01562;PF01421;PF00090;,A0A2B4RNX2
A0A2B4STU2,A0A2B4STU2_STYPI,unreviewed,Arylsulfatase B,Arsb AWC38_SpisGene3167,Stylophora pistillata (Smooth cauliflower coral),517,,,sulfuric ester hydrolase activity [GO:0008484],sulfuric ester hydrolase activity [GO:0008484],GO:0008484,,,PF00884;,A0A2B4STU2
A7RRU7,A7RRU7_NEMVE,unreviewed,Predicted protein,v1g162025,Nematostella vectensis (Starlet sea anemone),681,glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150],cytoplasm [GO:0005737]; mitochondrion [GO:0005739],cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150],ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820],GO:0004820; GO:0005524; GO:0005737; GO:0005739; GO:0006426; GO:0070150,nve:NEMVE_v1g162025;,K01880;,PF03129;PF00587;PF00458;,A7RRU7
A0A2B4SHL8,A0A2B4SHL8_STYPI,unreviewed,Allene oxide synthase-lipoxygenase protein,AWC38_SpisGene7355,Stylophora pistillata (Smooth cauliflower coral),1101,,,"catalase activity [GO:0004096]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]","catalase activity [GO:0004096]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]",GO:0004096; GO:0005506; GO:0016702; GO:0020037,,,PF00305;PF01477;PF00078;,A0A2B4SHL8
A0A2B4SNC8,A0A2B4SNC8_STYPI,unreviewed,Angiopoietin-1 receptor,TEK AWC38_SpisGene5275,Stylophora pistillata (Smooth cauliflower coral),584,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713],ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713],GO:0004713; GO:0005524; GO:0016021,,,PF00041;PF07714;PF01390;,A0A2B4SNC8
A7RHS8,A7RHS8_NEMVE,unreviewed,Predicted protein,v1g178050,Nematostella vectensis (Starlet sea anemone),102,chaperone cofactor-dependent protein refolding [GO:0051085],mitochondrial matrix [GO:0005759],mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085],ATP binding [GO:0005524]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082],GO:0005524; GO:0005759; GO:0046872; GO:0051082; GO:0051085; GO:0051087,nve:NEMVE_v1g178050;,K04078;,PF00166;,A7RHS8
A0A2B4S0X3,A0A2B4S0X3_STYPI,unreviewed,Putative RNA-directed DNA polymerase from transposon X-element,AWC38_SpisGene12786,Stylophora pistillata (Smooth cauliflower coral),586,,,"methyltransferase activity [GO:0008168]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; RNA-directed DNA polymerase activity [GO:0003964]","methyltransferase activity [GO:0008168]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; RNA-directed DNA polymerase activity [GO:0003964]",GO:0003964; GO:0008168; GO:0016706,,,PF09004;PF00078;,A0A2B4S0X3
A0A2B4S4Q3,A0A2B4S4Q3_STYPI,unreviewed,Protocadherin Fat 1,FAT1 AWC38_SpisGene11895,Stylophora pistillata (Smooth cauliflower coral),4605,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],calcium ion binding [GO:0005509],GO:0005509; GO:0005886; GO:0007156; GO:0016021,,,PF00028;PF00008;PF12661;PF02210;,A0A2B4S4Q3
A0A2B4SMA1,A0A2B4SMA1_STYPI,unreviewed,BTB/POZ domain-containing protein KCTD21,Kctd21 AWC38_SpisGene4728,Stylophora pistillata (Smooth cauliflower coral),337,protein homooligomerization [GO:0051260],,protein homooligomerization [GO:0051260],,GO:0051260,,,PF02214;PF07534;,A0A2B4SMA1
A0A2B4SS45,A0A2B4SS45_STYPI,unreviewed,RIMS-binding protein 2,RIMBP2 AWC38_SpisGene3470,Stylophora pistillata (Smooth cauliflower coral),2167,,,,,,,,PF07653;PF14604;,A0A2B4SS45
A0A2B4T265,A0A2B4T265_STYPI,unreviewed,RNA-binding protein 8A,DBR1 AWC38_SpisGene85,Stylophora pistillata (Smooth cauliflower coral),662,mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; RNA splicing [GO:0008380],cytoplasm [GO:0005737]; nuclear speck [GO:0016607],"cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; hydrolase activity, acting on ester bonds [GO:0016788]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; RNA splicing [GO:0008380]","hydrolase activity, acting on ester bonds [GO:0016788]; mRNA binding [GO:0003729]",GO:0003729; GO:0005737; GO:0006397; GO:0008380; GO:0016607; GO:0016788; GO:0051028,,,PF05011;PF00149;PF00076;,A0A2B4T265
A0A2B4RXJ2,A0A2B4RXJ2_STYPI,unreviewed,Interleukin enhancer-binding factor 2-like,ilf2 AWC38_SpisGene14462,Stylophora pistillata (Smooth cauliflower coral),406,immune response [GO:0006955],,ATP binding [GO:0005524]; RNA binding [GO:0003723]; transferase activity [GO:0016740]; immune response [GO:0006955],ATP binding [GO:0005524]; RNA binding [GO:0003723]; transferase activity [GO:0016740],GO:0003723; GO:0005524; GO:0006955; GO:0016740,,,PF07528;,A0A2B4RXJ2
A0A2B4SYU5,A0A2B4SYU5_STYPI,unreviewed,Heterogeneous nuclear ribonucleoprotein F,HNRNPF AWC38_SpisGene1565,Stylophora pistillata (Smooth cauliflower coral),655,,,RNA binding [GO:0003723],RNA binding [GO:0003723],GO:0003723,,,PF00076;,A0A2B4SYU5
A0A2B4SWF1,A0A2B4SWF1_STYPI,unreviewed,Growth factor receptor-bound protein 10,GRB10 AWC38_SpisGene1928,Stylophora pistillata (Smooth cauliflower coral),674,signal transduction [GO:0007165],,signal transduction [GO:0007165],,GO:0007165,,,PF00169;PF00788;PF00017;,A0A2B4SWF1
A0A2B4SN65,A0A2B4SN65_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene5315,Stylophora pistillata (Smooth cauliflower coral),359,,,,,,,,,A0A2B4SN65
A0A2B4RPC4,A0A2B4RPC4_STYPI,unreviewed,AP complex subunit sigma,Ap2s1 AWC38_SpisGene17529,Stylophora pistillata (Smooth cauliflower coral),142,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],AP-2 adaptor complex [GO:0030122],AP-2 adaptor complex [GO:0030122]; protein transporter activity [GO:0008565]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],protein transporter activity [GO:0008565],GO:0006886; GO:0008565; GO:0016192; GO:0030122,,,PF01217;,A0A2B4RPC4
A0A2B4S905,A0A2B4S905_STYPI,unreviewed,Uncharacterized protein K02A2.6,K02A2.6 AWC38_SpisGene10129,Stylophora pistillata (Smooth cauliflower coral),957,DNA integration [GO:0015074],,nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],nucleic acid binding [GO:0003676],GO:0003676; GO:0015074,,,PF00665;,A0A2B4S905
A0A0P4VX58,A0A0P4VX58_9EUCA,unreviewed,Uncharacterized protein,,Scylla olivacea (orange mud crab),2093,DNA integration [GO:0015074],,nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],nucleic acid binding [GO:0003676],GO:0003676; GO:0015074,,,PF03564;PF05380;,A0A0P4VX58
A0A2B4RW49,A0A2B4RW49_STYPI,unreviewed,Beta-galactosidase (EC 3.2.1.23),Glb1 AWC38_SpisGene14743,Stylophora pistillata (Smooth cauliflower coral),649,carbohydrate metabolic process [GO:0005975],,beta-galactosidase activity [GO:0004565]; carbohydrate metabolic process [GO:0005975],beta-galactosidase activity [GO:0004565],GO:0004565; GO:0005975,,,PF01301;,A0A2B4RW49
A0A2B4S5V8,A0A2B4S5V8_STYPI,unreviewed,Phenylalanine--tRNA ligase alpha subunit,farsa AWC38_SpisGene11442,Stylophora pistillata (Smooth cauliflower coral),501,phenylalanyl-tRNA aminoacylation [GO:0006432],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432],ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049],GO:0000049; GO:0004826; GO:0005524; GO:0005737; GO:0006432,,,PF01409;,A0A2B4S5V8
C3YV70,C3YV70_BRAFL,unreviewed,Uncharacterized protein (Fragment),BRAFLDRAFT_152201,Branchiostoma floridae (Florida lancelet) (Amphioxus),87,,,carbohydrate binding [GO:0030246],carbohydrate binding [GO:0030246],GO:0030246,bfo:BRAFLDRAFT_152201;,,PF02140;,C3YV70
A0A2B4RBC0,A0A2B4RBC0_STYPI,unreviewed,Pericentriolar material 1 protein,Pcm1 AWC38_SpisGene22088,Stylophora pistillata (Smooth cauliflower coral),2036,cilium assembly [GO:0060271]; microtubule anchoring at centrosome [GO:0034454]; protein localization to centrosome [GO:0071539],centrosome [GO:0005813],centrosome [GO:0005813]; cilium assembly [GO:0060271]; microtubule anchoring at centrosome [GO:0034454]; protein localization to centrosome [GO:0071539],,GO:0005813; GO:0034454; GO:0060271; GO:0071539,,,PF15717;,A0A2B4RBC0
A0A2B4RSV2,A0A2B4RSV2_STYPI,unreviewed,Low-density lipoprotein receptor-related protein 1,LRP1 AWC38_SpisGene16171,Stylophora pistillata (Smooth cauliflower coral),2697,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],calcium ion binding [GO:0005509],GO:0005509; GO:0007156; GO:0016021,,,PF00028;PF12662;PF00008;PF07645;PF00058;,A0A2B4RSV2
A0A2B4RWH9,A0A2B4RWH9_STYPI,unreviewed,Arylsulfatase I,Arsi AWC38_SpisGene14611,Stylophora pistillata (Smooth cauliflower coral),492,,,sulfuric ester hydrolase activity [GO:0008484],sulfuric ester hydrolase activity [GO:0008484],GO:0008484,,,PF00884;,A0A2B4RWH9
A0A2B4S7Z3,A0A2B4S7Z3_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene10752,Stylophora pistillata (Smooth cauliflower coral),1520,DNA integration [GO:0015074],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],nucleic acid binding [GO:0003676],GO:0003676; GO:0015074; GO:0016021,,,PF03564;PF05380;,A0A2B4S7Z3
A0A2B4RFT3,A0A2B4RFT3_STYPI,unreviewed,Peripheral plasma membrane protein CASK,Cask AWC38_SpisGene20549,Stylophora pistillata (Smooth cauliflower coral),897,,,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],ATP binding [GO:0005524]; protein kinase activity [GO:0004672],GO:0004672; GO:0005524,,,PF00625;PF02828;PF00595;PF00069;PF07653;,A0A2B4RFT3
A0A2B4RNM2,A0A2B4RNM2_STYPI,unreviewed,Neutrophil cytosol factor 2,NCF2 AWC38_SpisGene17239,Stylophora pistillata (Smooth cauliflower coral),435,,,,,,,,,A0A2B4RNM2
A0A2B4R712,A0A2B4R712_STYPI,unreviewed,Sterile alpha motif domain-containing protein 9-like,Samd9l AWC38_SpisGene22496,Stylophora pistillata (Smooth cauliflower coral),2010,,,,,,,,PF00536;,A0A2B4R712
A0A2B4RRR7,A0A2B4RRR7_STYPI,unreviewed,Retrovirus-related Pol polyprotein from transposon 17.6,pol AWC38_SpisGene15699,Stylophora pistillata (Smooth cauliflower coral),945,lipid metabolic process [GO:0006629],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; lipid metabolic process [GO:0006629],,GO:0006629; GO:0016021,,,PF01734;,A0A2B4RRR7
A0A2B4R7J2,A0A2B4R7J2_STYPI,unreviewed,E3 ubiquitin-protein ligase TRIM71,trim71 AWC38_SpisGene23736,Stylophora pistillata (Smooth cauliflower coral),772,,intracellular [GO:0005622],intracellular [GO:0005622]; ligase activity [GO:0016874]; zinc ion binding [GO:0008270],ligase activity [GO:0016874]; zinc ion binding [GO:0008270],GO:0005622; GO:0008270; GO:0016874,,,PF00630;PF01436;PF00643;PF13445;,A0A2B4R7J2
A7RLB8,A7RLB8_NEMVE,unreviewed,G protein-coupled receptor kinase (EC 2.7.11.-),v1g179295,Nematostella vectensis (Starlet sea anemone),549,signal transduction [GO:0007165],,ATP binding [GO:0005524]; G protein-coupled receptor kinase activity [GO:0004703]; signal transduction [GO:0007165],ATP binding [GO:0005524]; G protein-coupled receptor kinase activity [GO:0004703],GO:0004703; GO:0005524; GO:0007165,nve:NEMVE_v1g179295;,K08291;,PF00069;PF00615;,A7RLB8
A0A2B4S9B7,A0A2B4S9B7_STYPI,unreviewed,Actin-like protein 6A,ACTL6A AWC38_SpisGene9369,Stylophora pistillata (Smooth cauliflower coral),460,,,,,,,,PF00022;,A0A2B4S9B7
A7S473,A7S473_NEMVE,unreviewed,Coronin,v1g206544,Nematostella vectensis (Starlet sea anemone),448,,,,,,nve:NEMVE_v1g206544;,K13886;,PF08953;PF00400;,A7S473
A0A2B4SBX2,A0A2B4SBX2_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene7079,Stylophora pistillata (Smooth cauliflower coral),4649,,,,,,,,,A0A2B4SBX2
A7SF64,A7SF64_NEMVE,unreviewed,Predicted protein,v1g211333,Nematostella vectensis (Starlet sea anemone),304,chemical synaptic transmission [GO:0007268],,diacylglycerol binding [GO:0019992]; chemical synaptic transmission [GO:0007268],diacylglycerol binding [GO:0019992],GO:0007268; GO:0019992,nve:NEMVE_v1g211333;,,,A7SF64
A0A2B4SM02,A0A2B4SM02_STYPI,unreviewed,Kynurenine--oxoglutarate transaminase 3,CCBL2 AWC38_SpisGene4828,Stylophora pistillata (Smooth cauliflower coral),423,biosynthetic process [GO:0009058],,catalytic activity [GO:0003824]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058],catalytic activity [GO:0003824]; pyridoxal phosphate binding [GO:0030170],GO:0003824; GO:0009058; GO:0030170,,,PF00155;,A0A2B4SM02
A0A2B4SW57,A0A2B4SW57_STYPI,unreviewed,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Svep1 AWC38_SpisGene2512,Stylophora pistillata (Smooth cauliflower coral),2381,,,calcium ion binding [GO:0005509],calcium ion binding [GO:0005509],GO:0005509,,,PF12662;PF00431;PF00008;PF07699;PF00754;PF12661;PF02494;PF00354;PF00084;PF00092;,A0A2B4SW57
A0A2B4R3I3,A0A2B4R3I3_STYPI,unreviewed,Putative DNA polymerase,AWC38_SpisGene23899,Stylophora pistillata (Smooth cauliflower coral),1289,DNA replication [GO:0006260],,DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260],DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166],GO:0000166; GO:0003677; GO:0003887; GO:0006260,,,PF03175;,A0A2B4R3I3
A0A2B4S140,A0A2B4S140_STYPI,unreviewed,Proliferation-associated protein 2G4,Pa2g4 AWC38_SpisGene13286,Stylophora pistillata (Smooth cauliflower coral),656,,,,,,,,PF00557;,A0A2B4S140
Q8WRC6,Q8WRC6_TETTH,unreviewed,Putative helicase,,Tetrahymena thermophila,1405,,,helicase activity [GO:0004386],helicase activity [GO:0004386],GO:0004386,,,,Q8WRC6
A0A2B4R9D9,A0A2B4R9D9_STYPI,unreviewed,Spectrin alpha chain,alpha-Spec AWC38_SpisGene20847,Stylophora pistillata (Smooth cauliflower coral),4748,,,actin binding [GO:0003779]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; phospholipid binding [GO:0005543],actin binding [GO:0003779]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; phospholipid binding [GO:0005543],GO:0003779; GO:0005543; GO:0016491; GO:0071949,,,PF08031;PF00307;PF01565;PF13325;PF14604;PF00435;,A0A2B4R9D9
A0A2B4RP64,A0A2B4RP64_STYPI,unreviewed,Epidermal retinol dehydrogenase 2,SDR16C5 AWC38_SpisGene17589,Stylophora pistillata (Smooth cauliflower coral),336,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016021; GO:0016491,,,PF00106;,A0A2B4RP64
A0A2B4RJU0,A0A2B4RJU0_STYPI,unreviewed,Retrovirus-related Pol polyprotein from transposon 17.6,pol AWC38_SpisGene16973,Stylophora pistillata (Smooth cauliflower coral),998,DNA integration [GO:0015074],,nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],nucleic acid binding [GO:0003676],GO:0003676; GO:0015074,,,PF00665;PF00078;,A0A2B4RJU0
